종목코드,종목명,거래량(주)_매수,거래량(주)_매도,거래량(주)_순매수,거래대금(원)_매수,거래대금(원)_매도,거래대금(원)_순매수,업종명
011150,CJ씨푸드,"1,387,790","1,361,184","26,606","5,420,680,310","5,305,129,240","115,551,070",기타 식품 제조업
014580,태경비케이,"2,769,891","2,746,535","23,356","11,047,840,560","10,935,626,075","112,214,485","시멘트, 석회, 플라스터 및 그 제품 제조업"
012610,경인양행,"3,107,165","3,086,211","20,954","25,772,066,700","25,661,133,865","110,932,835",기초 화학물질 제조업
009460,한창제지,"111,402","81,214","30,188","367,400,875","261,427,420","105,973,455","펄프, 종이 및 판지 제조업"
011690,유양디앤유,"5,067,959","5,046,033","21,926","11,264,502,845","11,161,964,370","102,538,475",반도체 제조업
111110,호전실업,"45,061","40,778","4,283","549,735,690","448,163,910","101,571,780",봉제의복 제조업
145270,케이탑리츠,"1,158,490","1,046,456","112,034","957,333,695","861,204,846","96,128,849",부동산 임대 및 공급업
234080,JW생명과학,"144,613","136,242","8,371","2,678,540,400","2,583,669,050","94,871,350",의약품 제조업
009270,신원,"180,835","121,456","59,379","276,536,635","181,797,275","94,739,360",봉제의복 제조업
007210,벽산,"192,348","141,060","51,288","335,577,144","246,855,790","88,721,354",기타 비금속 광물제품 제조업
014710,사조씨푸드,"520,119","502,827","17,292","1,926,407,600","1,838,586,420","87,821,180",수산물 가공 및 저장 처리업
000850,화천기공,"9,391","6,844","2,547","326,574,850","240,221,450","86,353,400",특수 목적용 기계 제조업
006490,인스코비,"107,695","73,511","34,184","271,861,050","190,467,555","81,393,495",전기 통신업
272450,진에어,"575,888","688,768","-112,880","7,295,649,990","7,218,077,660","77,572,330",항공 여객 운송업
298050,효성첨단소재,"53,084","57,047","-3,963","4,799,249,700","4,722,455,850","76,793,850",화학섬유 제조업
014990,인디에프,"244,671","205,312","39,359","576,150,592","504,768,428","71,382,164",봉제의복 제조업
001440,대한전선,"988,330","822,250","166,080","606,417,474","539,901,584","66,515,890",절연선 및 케이블 제조업
017390,서울가스,"4,073","3,089","984","285,691,000","220,580,600","65,110,400",연료용 가스 제조 및 배관공급업
005110,한창,"342,464","327,063","15,401","851,611,070","787,081,170","64,529,900",기계장비 및 관련 물품 도매업
047400,유니온머티리얼,"12,298,395","12,278,292","20,103","42,865,788,292","42,802,828,683","62,959,609","내화, 비내화 요업제품 제조업"
002070,남영비비안,"950,653","959,103","-8,450","1,357,795,241","1,296,182,972","61,612,269",봉제의복 제조업
002760,보락,"61,183","20,824","40,359","98,993,570","40,840,550","58,153,020",기타 화학제품 제조업
004770,써니전자,"59,325","51,880","7,445","256,663,390","198,645,780","58,017,610",반도체 제조업
009810,엔케이물산,"6,526,028","6,468,517","57,511","4,987,275,440","4,931,325,716","55,949,724",기타 전문 도매업
214390,경보제약,"227,734","222,154","5,580","1,721,005,050","1,665,588,260","55,416,790",기초 의약물질 및 생물학적 제제 제조업
010690,화신,"201,877","185,106","16,771","530,071,735","475,641,750","54,429,985",자동차 신품 부품 제조업
003070,코오롱글로벌,"277,929","252,512","25,417","2,385,702,330","2,333,406,470","52,295,860",토목 건설업
001460,BYC,"6,866","6,900","-34","1,349,241,500","1,297,786,000","51,455,500",봉제의복 제조업
024890,대원화성,"126,014","96,873","29,141","167,752,745","117,013,012","50,739,733",플라스틱제품 제조업
002630,오리엔트바이오,"1,638,243","1,572,779","65,464","695,688,999","645,232,898","50,456,101",의약품 제조업
006110,삼아알미늄,"171,373","158,287","13,086","699,863,585","650,913,115","48,950,470",1차 비철금속 제조업
010040,한국내화,"447,485","430,628","16,857","1,479,869,360","1,431,392,730","48,476,630","내화, 비내화 요업제품 제조업"
025560,미래산업,"1,873,094","1,497,081","376,013","189,827,965","142,313,754","47,514,211","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
035000,지투알,"95,961","94,723","1,238","521,314,335","474,051,910","47,262,425",회사 본부 및 경영 컨설팅 서비스업
006980,우성사료,"4,653,036","4,649,528","3,508","15,506,007,415","15,458,997,800","47,009,615","곡물가공품, 전분 및 전분제품 제조업"
119650,KC코트렐,"342,525","336,645","5,880","1,778,739,125","1,734,386,185","44,352,940",일반 목적용 기계 제조업
002710,TCC스틸,"424,830","406,600","18,230","998,108,840","955,856,555","42,252,285",1차 철강 제조업
102460,이연제약,"23,830","20,288","3,542","298,409,950","259,393,240","39,016,710",의약품 제조업
000547,흥국화재2우B,"39,063","37,923","1,140","917,943,600","880,577,550","37,366,050",-
032560,황금에스티,"171,253","165,244","6,009","962,827,060","925,580,315","37,246,745",1차 비철금속 제조업
001560,제일연마,"27,941","21,914","6,027","172,586,805","135,566,800","37,020,005",기타 비금속 광물제품 제조업
017040,광명전기,"62,276","42,215","20,061","117,176,760","81,589,310","35,587,450","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
037560,LG헬로비전,"348,098","335,269","12,829","1,479,155,290","1,445,402,240","33,753,050",텔레비전 방송업
001070,대한방직,"64,641","64,221","420","1,317,159,150","1,283,411,900","33,747,250",직물직조 및 직물제품 제조업
006125,SK디스커버리우,"184,197","180,660","3,537","3,695,596,690","3,662,324,810","33,271,880",-
085310,엔케이,"94,873","64,077","30,796","104,600,431","72,452,848","32,147,583","구조용 금속제품, 탱크 및 증기발생기 제조업"
001750,한양증권,"177,140","176,524","616","1,246,236,885","1,217,701,765","28,535,120",금융 지원 서비스업
004540,깨끗한나라,"741,947","727,113","14,834","2,639,414,705","2,611,129,965","28,284,740","펄프, 종이 및 판지 제조업"
044380,주연테크,"829,533","784,719","44,814","603,055,750","575,439,129","27,616,621",컴퓨터 및 주변장치 제조업
249420,일동제약,"59,275","60,147","-872","870,878,060","843,956,160","26,921,900",의약품 제조업
00499K,롯데지주우,"1,211","874","337","84,009,900","61,734,600","22,275,300",-
002995,금호산업우,"70,168","70,096","72","2,019,207,050","1,997,773,650","21,433,400",-
011155,CJ씨푸드1우,"38,474","38,863","-389","1,589,460,600","1,568,768,350","20,692,250",-
096300,베트남개발1,"199,804","137,046","62,758","61,728,946","41,182,541","20,546,405",신탁업 및 집합투자업
306200,세아제강,"22,600","22,154","446","1,064,257,100","1,046,429,100","17,828,000",1차 철강 제조업
001770,신화실업,"22,667","21,918","749","453,579,450","435,765,200","17,814,250",1차 철강 제조업
003475,유안타증권우,"178,272","178,272","0","441,779,875","424,133,075","17,646,800",-
